label,tt,result,n_covered,n_empty,total_domain,profiles,edges_partial,edges_incompat
lift_686,0x02AE02AE,UNKNOWN,40,0,2579223,74472,449,0
lift_xor_686,0xFD5102AE,EMPTY+UNKNOWN,28,12,653502,39612,195,0
lift_and_686,0x02AE0000,UNKNOWN,40,0,4770693,107737,383,0
lift_139,0x008B008B,SAT,40,0,4065294,91133,413,0
lift_xor_139,0xFF74008B,EMPTY+GENUINE,30,10,1882181,84071,221,0
lift_and_139,0x008B0000,SAT,40,0,6294360,123302,347,0
