label,tt,result,n_covered,n_empty,total_domain,profiles,edges_partial,edges_incompat
lift_xor_19983,0xB1F04E0F,EMPTY+GENUINE,30,10,42103,4120,190,4
lift_and_19983,0x4E0F0000,UNSAT,40,0,251291,9711,391,2
lift_20036,0x4E444E44,UNSAT,40,0,184305,10365,424,0
lift_xor_20036,0xB1BB4E44,EMPTY+GENUINE,29,11,48226,4879,178,0
lift_and_20036,0x4E440000,UNSAT,40,0,292890,11618,393,0
lift_20047,0x4E4F4E4F,UNSAT,40,0,148635,6807,428,2
lift_xor_20047,0xB1B04E4F,EMPTY+GENUINE,30,10,30680,3354,198,2
lift_and_20047,0x4E4F0000,UNSAT,40,0,239430,10071,397,1
lift_20172,0x4ECC4ECC,UNSAT,40,0,214184,13247,412,4
lift_xor_20172,0xB1334ECC,EMPTY+GENUINE,30,10,43857,4443,198,4
lift_and_20172,0x4ECC0000,UNSAT,40,0,280215,13460,383,2
lift_20174,0x4ECE4ECE,UNSAT,40,0,195334,11601,421,2
lift_xor_20174,0xB1314ECE,EMPTY+GENUINE,30,10,31975,3541,198,2
lift_and_20174,0x4ECE0000,UNSAT,40,0,258923,12719,390,1
lift_20175,0x4ECF4ECF,UNSAT,40,0,151718,7090,425,4
lift_xor_20175,0xB1304ECF,EMPTY+GENUINE,28,12,14262,1694,168,4
lift_and_20175,0x4ECF0000,UNSAT,40,0,227820,10382,384,2
lift_20222,0x4EFE4EFE,UNSAT,40,0,167113,9456,424,4
lift_xor_20222,0xB1014EFE,EMPTY+GENUINE,28,12,14402,2124,158,8
lift_and_20222,0x4EFE0000,UNSAT,40,0,220436,11519,404,3
lift_20223,0x4EFF4EFF,UNSAT,40,0,237682,8384,398,4
lift_xor_20223,0xB1004EFF,EMPTY+GENUINE,30,10,53419,2932,203,4
lift_and_20223,0x4EFF0000,UNSAT,40,0,252403,12348,397,3
lift_20225,0x4F014F01,UNSAT,40,0,151718,7090,425,4
lift_xor_20225,0xB0FE4F01,EMPTY+GENUINE,28,12,40354,4080,166,4
lift_and_20225,0x4F010000,UNSAT,40,0,279083,9809,363,2
lift_20227,0x4F034F03,UNSAT,40,0,148635,6807,428,2
lift_xor_20227,0xB0FC4F03,EMPTY+GENUINE,30,10,43726,4532,199,2
lift_and_20227,0x4F030000,UNSAT,40,0,265480,9817,387,1
lift_20232,0x4F084F08,UNSAT,40,0,160153,8553,437,0
lift_xor_20232,0xB0F74F08,EMPTY+GENUINE,28,12,39474,4019,175,0
lift_and_20232,0x4F080000,UNSAT,40,0,281760,10415,381,0
lift_20234,0x4F0A4F0A,UNSAT,40,0,165266,8999,439,0
lift_xor_20234,0xB0F54F0A,EMPTY+GENUINE,30,10,43726,4532,204,0
lift_and_20234,0x4F0A0000,UNSAT,40,0,271442,10864,389,0
lift_20235,0x4F0B4F0B,UNSAT,40,0,145569,6568,424,4
lift_xor_20235,0xB0F44F0B,EMPTY+GENUINE,30,10,42103,4120,190,4
lift_and_20235,0x4F0B0000,UNSAT,40,0,251291,9711,391,2
lift_20288,0x4F404F40,UNSAT,40,0,184305,10365,424,0
lift_xor_20288,0xB0BF4F40,EMPTY+GENUINE,29,11,48226,4879,178,0
lift_and_20288,0x4F400000,UNSAT,40,0,292890,11618,393,0
lift_20302,0x4F4E4F4E,UNSAT,40,0,156191,7972,428,2
lift_xor_20302,0xB0B14F4E,EMPTY+GENUINE,30,10,31975,3541,198,2
lift_and_20302,0x4F4E0000,UNSAT,40,0,241582,10520,401,1
lift_20428,0x4FCC4FCC,UNSAT,40,0,195334,11601,421,2
lift_xor_20428,0xB0334FCC,EMPTY+GENUINE,30,10,31975,3541,198,2
lift_and_20428,0x4FCC0000,UNSAT,40,0,258923,12719,390,1
lift_20429,0x4FCD4FCD,UNSAT,40,0,151718,7090,425,4
lift_xor_20429,0xB0324FCD,EMPTY+GENUINE,28,12,14262,1694,168,4
lift_and_20429,0x4FCD0000,UNSAT,40,0,227820,10382,384,2
lift_20462,0x4FEE4FEE,UNSAT,40,0,167113,9456,424,4
lift_xor_20462,0xB0114FEE,EMPTY+GENUINE,28,12,14402,2124,158,8
lift_and_20462,0x4FEE0000,UNSAT,40,0,220436,11519,404,3
lift_20463,0x4FEF4FEF,UNSAT,40,0,237682,8384,398,4
lift_xor_20463,0xB0104FEF,EMPTY+GENUINE,30,10,53419,2932,203,4
lift_and_20463,0x4FEF0000,UNSAT,40,0,252403,12348,397,3
lift_20497,0x50115011,UNSAT,40,0,237682,8384,398,4
lift_xor_20497,0xAFEE5011,EMPTY+GENUINE,30,10,112126,8323,203,4
lift_and_20497,0x50110000,UNSAT,40,0,366553,10943,332,3
lift_20548,0x50445044,UNSAT,40,0,246766,9439,408,0
lift_xor_20548,0xAFBB5044,EMPTY+GENUINE,29,11,108382,7761,199,0
lift_and_20548,0x50440000,UNSAT,40,0,369616,11498,335,0
lift_20596,0x50745074,UNSAT,40,0,151574,7092,437,0
lift_xor_20596,0xAF8B5074,EMPTY+GENUINE,28,12,39474,4019,175,0
lift_and_20596,0x50740000,UNSAT,40,0,278225,9754,352,0
lift_20684,0x50CC50CC,UNSAT,40,0,184305,10365,424,0
lift_xor_20684,0xAF3350CC,EMPTY+GENUINE,29,11,48226,4879,178,0
lift_and_20684,0x50CC0000,UNSAT,40,0,292890,11618,393,0
lift_20689,0x50D150D1,UNSAT,40,0,151718,7090,425,4
lift_xor_20689,0xAF2E50D1,EMPTY+GENUINE,28,12,40354,4080,166,4
lift_and_20689,0x50D10000,UNSAT,40,0,279083,9809,363,2
lift_20696,0x50D850D8,UNSAT,40,0,184305,10365,424,0
lift_xor_20696,0xAF2750D8,EMPTY+GENUINE,29,11,48226,4879,178,0
lift_and_20696,0x50D80000,UNSAT,40,0,292890,11618,393,0
lift_20722,0x50F250F2,UNSAT,40,0,181198,9831,431,0
lift_xor_20722,0xAF0D50F2,EMPTY+GENUINE,30,10,43726,4532,204,0
lift_and_20722,0x50F20000,UNSAT,40,0,278670,11507,382,0
lift_20731,0x50FB50FB,UNSAT,40,0,148635,6807,428,2
lift_xor_20731,0xAF0450FB,EMPTY+GENUINE,30,10,30680,3354,198,2
lift_and_20731,0x50FB0000,UNSAT,40,0,239430,10071,397,1
lift_20734,0x50FE50FE,UNSAT,40,0,156191,7972,428,2
lift_xor_20734,0xAF0150FE,EMPTY+GENUINE,30,10,31975,3541,198,2
lift_and_20734,0x50FE0000,UNSAT,40,0,241582,10520,401,1
lift_20737,0x51015101,UNSAT,40,0,237682,8384,398,4
lift_xor_20737,0xAEFE5101,EMPTY+GENUINE,30,10,112126,8323,203,4
lift_and_20737,0x51010000,UNSAT,40,0,366553,10943,332,3
lift_20800,0x51405140,UNSAT,40,0,246766,9439,408,0
lift_xor_20800,0xAEBF5140,EMPTY+GENUINE,29,11,108382,7761,199,0
lift_and_20800,0x51400000,UNSAT,40,0,369616,11498,335,0
lift_20848,0x51705170,UNSAT,40,0,151574,7092,437,0
lift_xor_20848,0xAE8F5170,EMPTY+GENUINE,28,12,39474,4019,175,0
lift_and_20848,0x51700000,UNSAT,40,0,278225,9754,352,0
lift_20928,0x51C051C0,UNSAT,40,0,168641,9346,438,0
lift_xor_20928,0xAE3F51C0,EMPTY+GENUINE,27,13,48501,4943,161,0
lift_and_20928,0x51C00000,UNSAT,40,0,298660,10798,364,0
lift_20945,0x51D151D1,UNSAT,40,0,148635,6807,428,2
lift_xor_20945,0xAE2E51D1,EMPTY+GENUINE,30,10,43726,4532,199,2
lift_and_20945,0x51D10000,UNSAT,40,0,265480,9817,387,1
lift_20976,0x51F051F0,UNSAT,40,0,181198,9831,431,0
lift_xor_20976,0xAE0F51F0,EMPTY+GENUINE,30,10,43726,4532,204,0
lift_and_20976,0x51F00000,UNSAT,40,0,278670,11507,382,0
lift_21508,0x54045404,UNSAT,40,0,246766,9439,408,0
lift_xor_21508,0xABFB5404,EMPTY+GENUINE,29,11,108382,7761,199,0
lift_and_21508,0x54040000,UNSAT,40,0,369616,11498,335,0
lift_21520,0x54105410,UNSAT,40,0,246766,9439,408,0
lift_xor_21520,0xABEF5410,EMPTY+GENUINE,29,11,108382,7761,199,0
lift_and_21520,0x54100000,UNSAT,40,0,369616,11498,335,0
lift_21568,0x54405440,UNSAT,40,0,241728,9554,402,0
lift_xor_21568,0xABBF5440,EMPTY+GENUINE,27,13,107520,7325,177,0
lift_and_21568,0x54400000,UNSAT,40,0,367254,11190,318,0
lift_21696,0x54C054C0,UNSAT,40,0,164029,9555,431,0
lift_xor_21696,0xAB3F54C0,EMPTY+GENUINE,25,15,48065,4741,139,0
lift_and_21696,0x54C00000,UNSAT,40,0,296511,10537,364,0
lift_21700,0x54C454C4,UNSAT,40,0,160153,8553,437,0
lift_xor_21700,0xAB3B54C4,EMPTY+GENUINE,28,12,39474,4019,175,0
lift_and_21700,0x54C40000,UNSAT,40,0,281760,10415,381,0
lift_21712,0x54D054D0,UNSAT,40,0,160153,8553,437,0
lift_xor_21712,0xAB2F54D0,EMPTY+GENUINE,28,12,39474,4019,175,0
lift_and_21712,0x54D00000,UNSAT,40,0,281760,10415,381,0
lift_21852,0x555C555C,UNSAT,40,0,150530,7325,414,4
lift_xor_21852,0xAAA3555C,EMPTY+GENUINE,30,10,43857,4443,198,4
lift_and_21852,0x555C0000,UNSAT,40,0,252111,9957,380,2
lift_21876,0x55745574,UNSAT,40,0,150530,7325,414,4
lift_xor_21876,0xAA8B5574,EMPTY+GENUINE,30,10,43857,4443,198,4
lift_and_21876,0x55740000,UNSAT,40,0,252111,9957,380,2
lift_21956,0x55C455C4,UNSAT,40,0,165266,8999,439,0
lift_xor_21956,0xAA3B55C4,EMPTY+GENUINE,30,10,43726,4532,204,0
lift_and_21956,0x55C40000,UNSAT,40,0,271442,10864,389,0
lift_21957,0x55C555C5,UNSAT,40,0,145569,6568,424,4
lift_xor_21957,0xAA3A55C5,EMPTY+GENUINE,30,10,42103,4120,190,4
lift_and_21957,0x55C50000,UNSAT,40,0,251291,9711,391,2
lift_21965,0x55CD55CD,UNSAT,40,0,148635,6807,428,2
lift_xor_21965,0xAA3255CD,EMPTY+GENUINE,30,10,30680,3354,198,2
lift_and_21965,0x55CD0000,UNSAT,40,0,239430,10071,397,1
lift_21968,0x55D055D0,UNSAT,40,0,165266,8999,439,0
lift_xor_21968,0xAA2F55D0,EMPTY+GENUINE,30,10,43726,4532,204,0
lift_and_21968,0x55D00000,UNSAT,40,0,271442,10864,389,0
lift_21969,0x55D155D1,UNSAT,40,0,145569,6568,424,4
lift_xor_21969,0xAA2E55D1,EMPTY+GENUINE,30,10,42103,4120,190,4
lift_and_21969,0x55D10000,UNSAT,40,0,251291,9711,391,2
lift_21980,0x55DC55DC,UNSAT,40,0,156191,7972,428,2
lift_xor_21980,0xAA2355DC,EMPTY+GENUINE,30,10,31975,3541,198,2
lift_and_21980,0x55DC0000,UNSAT,40,0,241582,10520,401,1
lift_22001,0x55F155F1,UNSAT,40,0,148635,6807,428,2
lift_xor_22001,0xAA0E55F1,EMPTY+GENUINE,30,10,30680,3354,198,2
lift_and_22001,0x55F10000,UNSAT,40,0,239430,10071,397,1
lift_22004,0x55F455F4,UNSAT,40,0,156191,7972,428,2
lift_xor_22004,0xAA0B55F4,EMPTY+GENUINE,30,10,31975,3541,198,2
lift_and_22004,0x55F40000,UNSAT,40,0,241582,10520,401,1
lift_22276,0x57045704,UNSAT,40,0,151574,7092,437,0
lift_xor_22276,0xA8FB5704,EMPTY+GENUINE,28,12,39474,4019,175,0
lift_and_22276,0x57040000,UNSAT,40,0,278225,9754,352,0
lift_22288,0x57105710,UNSAT,40,0,151574,7092,437,0
lift_xor_22288,0xA8EF5710,EMPTY+GENUINE,28,12,39474,4019,175,0
lift_and_22288,0x57100000,UNSAT,40,0,278225,9754,352,0
lift_22356,0x57545754,UNSAT,40,0,150530,7325,414,4
lift_xor_22356,0xA8AB5754,EMPTY+GENUINE,30,10,43857,4443,198,4
lift_and_22356,0x57540000,UNSAT,40,0,252111,9957,380,2
lift_23564,0x5C0C5C0C,UNSAT,40,0,184305,10365,424,0
lift_xor_23564,0xA3F35C0C,EMPTY+GENUINE,29,11,48226,4879,178,0
lift_and_23564,0x5C0C0000,UNSAT,40,0,292890,11618,393,0
lift_23568,0x5C105C10,UNSAT,40,0,168641,9346,438,0
lift_xor_23568,0xA3EF5C10,EMPTY+GENUINE,27,13,48501,4943,161,0
lift_and_23568,0x5C100000,UNSAT,40,0,298660,10798,364,0
lift_23616,0x5C405C40,UNSAT,40,0,164029,9555,431,0
lift_xor_23616,0xA3BF5C40,EMPTY+GENUINE,25,15,48065,4741,139,0
lift_and_23616,0x5C400000,UNSAT,40,0,296511,10537,364,0
lift_23620,0x5C445C44,UNSAT,40,0,160153,8553,437,0
lift_xor_23620,0xA3BB5C44,EMPTY+GENUINE,28,12,39474,4019,175,0
lift_and_23620,0x5C440000,UNSAT,40,0,281760,10415,381,0
lift_23636,0x5C545C54,UNSAT,40,0,165266,8999,439,0
lift_xor_23636,0xA3AB5C54,EMPTY+GENUINE,30,10,43726,4532,204,0
lift_and_23636,0x5C540000,UNSAT,40,0,271442,10864,389,0
lift_23637,0x5C555C55,UNSAT,40,0,145569,6568,424,4
lift_xor_23637,0xA3AA5C55,EMPTY+GENUINE,30,10,42103,4120,190,4
lift_and_23637,0x5C550000,UNSAT,40,0,251291,9711,391,2
lift_23645,0x5C5D5C5D,UNSAT,40,0,148635,6807,428,2
lift_xor_23645,0xA3A25C5D,EMPTY+GENUINE,30,10,30680,3354,198,2
lift_and_23645,0x5C5D0000,UNSAT,40,0,239430,10071,397,1
lift_23756,0x5CCC5CCC,UNSAT,40,0,214184,13247,412,4
lift_xor_23756,0xA3335CCC,EMPTY+GENUINE,30,10,43857,4443,198,4
lift_and_23756,0x5CCC0000,UNSAT,40,0,280215,13460,383,2
lift_23772,0x5CDC5CDC,UNSAT,40,0,195334,11601,421,2
lift_xor_23772,0xA3235CDC,EMPTY+GENUINE,30,10,31975,3541,198,2
lift_and_23772,0x5CDC0000,UNSAT,40,0,258923,12719,390,1
lift_23773,0x5CDD5CDD,UNSAT,40,0,151718,7090,425,4
lift_xor_23773,0xA3225CDD,EMPTY+GENUINE,28,12,14262,1694,168,4
lift_and_23773,0x5CDD0000,UNSAT,40,0,227820,10382,384,2
lift_23806,0x5CFE5CFE,UNSAT,40,0,167113,9456,424,4
lift_xor_23806,0xA3015CFE,EMPTY+GENUINE,28,12,14402,2124,158,8
lift_and_23806,0x5CFE0000,UNSAT,40,0,220436,11519,404,3
lift_23807,0x5CFF5CFF,UNSAT,40,0,237682,8384,398,4
lift_xor_23807,0xA3005CFF,EMPTY+GENUINE,30,10,53419,2932,203,4
lift_and_23807,0x5CFF0000,UNSAT,40,0,252403,12348,397,3
lift_23809,0x5D015D01,UNSAT,40,0,151718,7090,425,4
lift_xor_23809,0xA2FE5D01,EMPTY+GENUINE,28,12,40354,4080,166,4
lift_and_23809,0x5D010000,UNSAT,40,0,279083,9809,363,2
lift_23816,0x5D085D08,UNSAT,40,0,184305,10365,424,0
lift_xor_23816,0xA2F75D08,EMPTY+GENUINE,29,11,48226,4879,178,0
lift_and_23816,0x5D080000,UNSAT,40,0,292890,11618,393,0
lift_23825,0x5D115D11,UNSAT,40,0,148635,6807,428,2
lift_xor_23825,0xA2EE5D11,EMPTY+GENUINE,30,10,43726,4532,199,2
lift_and_23825,0x5D110000,UNSAT,40,0,265480,9817,387,1
lift_23872,0x5D405D40,UNSAT,40,0,160153,8553,437,0
lift_xor_23872,0xA2BF5D40,EMPTY+GENUINE,28,12,39474,4019,175,0
lift_and_23872,0x5D400000,UNSAT,40,0,281760,10415,381,0
lift_23888,0x5D505D50,UNSAT,40,0,165266,8999,439,0
lift_xor_23888,0xA2AF5D50,EMPTY+GENUINE,30,10,43726,4532,204,0
lift_and_23888,0x5D500000,UNSAT,40,0,271442,10864,389,0
lift_23889,0x5D515D51,UNSAT,40,0,145569,6568,424,4
lift_xor_23889,0xA2AE5D51,EMPTY+GENUINE,30,10,42103,4120,190,4
lift_and_23889,0x5D510000,UNSAT,40,0,251291,9711,391,2
lift_23900,0x5D5C5D5C,UNSAT,40,0,156191,7972,428,2
lift_xor_23900,0xA2A35D5C,EMPTY+GENUINE,30,10,31975,3541,198,2
lift_and_23900,0x5D5C0000,UNSAT,40,0,241582,10520,401,1
lift_24012,0x5DCC5DCC,UNSAT,40,0,195334,11601,421,2
lift_xor_24012,0xA2335DCC,EMPTY+GENUINE,30,10,31975,3541,198,2
lift_and_24012,0x5DCC0000,UNSAT,40,0,258923,12719,390,1
lift_24013,0x5DCD5DCD,UNSAT,40,0,151718,7090,425,4
lift_xor_24013,0xA2325DCD,EMPTY+GENUINE,28,12,14262,1694,168,4
lift_and_24013,0x5DCD0000,UNSAT,40,0,227820,10382,384,2
lift_24060,0x5DFC5DFC,UNSAT,40,0,167113,9456,424,4
lift_xor_24060,0xA2035DFC,EMPTY+GENUINE,28,12,14402,2124,158,8
lift_and_24060,0x5DFC0000,UNSAT,40,0,220436,11519,404,3
lift_24061,0x5DFD5DFD,UNSAT,40,0,237682,8384,398,4
lift_xor_24061,0xA2025DFD,EMPTY+GENUINE,30,10,53419,2932,203,4
lift_and_24061,0x5DFD0000,UNSAT,40,0,252403,12348,397,3
lift_24322,0x5F025F02,UNSAT,40,0,181198,9831,431,0
lift_xor_24322,0xA0FD5F02,EMPTY+GENUINE,30,10,43726,4532,204,0
lift_and_24322,0x5F020000,UNSAT,40,0,278670,11507,382,0
lift_24331,0x5F0B5F0B,UNSAT,40,0,148635,6807,428,2
lift_xor_24331,0xA0F45F0B,EMPTY+GENUINE,30,10,30680,3354,198,2
lift_and_24331,0x5F0B0000,UNSAT,40,0,239430,10071,397,1
lift_24334,0x5F0E5F0E,UNSAT,40,0,156191,7972,428,2
lift_xor_24334,0xA0F15F0E,EMPTY+GENUINE,30,10,31975,3541,198,2
lift_and_24334,0x5F0E0000,UNSAT,40,0,241582,10520,401,1
lift_24336,0x5F105F10,UNSAT,40,0,181198,9831,431,0
lift_xor_24336,0xA0EF5F10,EMPTY+GENUINE,30,10,43726,4532,204,0
lift_and_24336,0x5F100000,UNSAT,40,0,278670,11507,382,0
lift_24401,0x5F515F51,UNSAT,40,0,148635,6807,428,2
lift_xor_24401,0xA0AE5F51,EMPTY+GENUINE,30,10,30680,3354,198,2
lift_and_24401,0x5F510000,UNSAT,40,0,239430,10071,397,1
lift_24404,0x5F545F54,UNSAT,40,0,156191,7972,428,2
lift_xor_24404,0xA0AB5F54,EMPTY+GENUINE,30,10,31975,3541,198,2
lift_and_24404,0x5F540000,UNSAT,40,0,241582,10520,401,1
lift_24526,0x5FCE5FCE,UNSAT,40,0,167113,9456,424,4
lift_xor_24526,0xA0315FCE,EMPTY+GENUINE,28,12,14402,2124,158,8
lift_and_24526,0x5FCE0000,UNSAT,40,0,220436,11519,404,3
lift_24527,0x5FCF5FCF,UNSAT,40,0,237682,8384,398,4
lift_xor_24527,0xA0305FCF,EMPTY+GENUINE,30,10,53419,2932,203,4
lift_and_24527,0x5FCF0000,UNSAT,40,0,252403,12348,397,3
lift_24540,0x5FDC5FDC,UNSAT,40,0,167113,9456,424,4
lift_xor_24540,0xA0235FDC,EMPTY+GENUINE,28,12,14402,2124,158,8
lift_and_24540,0x5FDC0000,UNSAT,40,0,220436,11519,404,3
lift_24541,0x5FDD5FDD,UNSAT,40,0,237682,8384,398,4
lift_xor_24541,0xA0225FDD,EMPTY+GENUINE,30,10,53419,2932,203,4
lift_and_24541,0x5FDD0000,UNSAT,40,0,252403,12348,397,3
lift_28706,0x70227022,UNSAT,40,0,168641,9346,438,0
lift_xor_28706,0x8FDD7022,EMPTY+GENUINE,27,13,48501,4943,161,0
lift_and_28706,0x70220000,UNSAT,40,0,298660,10798,364,0
lift_28721,0x70317031,UNSAT,40,0,151718,7090,425,4
lift_xor_28721,0x8FCE7031,EMPTY+GENUINE,28,12,40354,4080,166,4
lift_and_28721,0x70310000,UNSAT,40,0,279083,9809,363,2
lift_28723,0x70337033,UNSAT,40,0,148635,6807,428,2
lift_xor_28723,0x8FCC7033,EMPTY+GENUINE,30,10,43726,4532,199,2
lift_and_28723,0x70330000,UNSAT,40,0,265480,9817,387,1
lift_28740,0x70447044,UNSAT,40,0,168641,9346,438,0
lift_xor_28740,0x8FBB7044,EMPTY+GENUINE,27,13,48501,4943,161,0
lift_and_28740,0x70440000,UNSAT,40,0,298660,10798,364,0
lift_28753,0x70517051,UNSAT,40,0,151718,7090,425,4
lift_xor_28753,0x8FAE7051,EMPTY+GENUINE,28,12,40354,4080,166,4
lift_and_28753,0x70510000,UNSAT,40,0,279083,9809,363,2
lift_28757,0x70557055,UNSAT,40,0,148635,6807,428,2
lift_xor_28757,0x8FAA7055,EMPTY+GENUINE,30,10,43726,4532,199,2
lift_and_28757,0x70550000,UNSAT,40,0,265480,9817,387,1
lift_28786,0x70727072,UNSAT,40,0,181198,9831,431,0
lift_xor_28786,0x8F8D7072,EMPTY+GENUINE,30,10,43726,4532,204,0
lift_and_28786,0x70720000,UNSAT,40,0,278670,11507,382,0
lift_28788,0x70747074,UNSAT,40,0,181198,9831,431,0
lift_xor_28788,0x8F8B7074,EMPTY+GENUINE,30,10,43726,4532,204,0
lift_and_28788,0x70740000,UNSAT,40,0,278670,11507,382,0
lift_28920,0x70F870F8,UNSAT,40,0,214184,13247,412,4
lift_xor_28920,0x8F0770F8,EMPTY+GENUINE,30,10,43857,4443,198,4
lift_and_28920,0x70F80000,UNSAT,40,0,280215,13460,383,2
lift_28922,0x70FA70FA,UNSAT,40,0,195334,11601,421,2
lift_xor_28922,0x8F0570FA,EMPTY+GENUINE,30,10,31975,3541,198,2
lift_and_28922,0x70FA0000,UNSAT,40,0,258923,12719,390,1
lift_28923,0x70FB70FB,UNSAT,40,0,151718,7090,425,4
lift_xor_28923,0x8F0470FB,EMPTY+GENUINE,28,12,14262,1694,168,4
lift_and_28923,0x70FB0000,UNSAT,40,0,227820,10382,384,2
lift_28924,0x70FC70FC,UNSAT,40,0,195334,11601,421,2
lift_xor_28924,0x8F0370FC,EMPTY+GENUINE,30,10,31975,3541,198,2
lift_and_28924,0x70FC0000,UNSAT,40,0,258923,12719,390,1
lift_28925,0x70FD70FD,UNSAT,40,0,151718,7090,425,4
lift_xor_28925,0x8F0270FD,EMPTY+GENUINE,28,12,14262,1694,168,4
lift_and_28925,0x70FD0000,UNSAT,40,0,227820,10382,384,2
lift_29186,0x72027202,UNSAT,40,0,168641,9346,438,0
lift_xor_29186,0x8DFD7202,EMPTY+GENUINE,27,13,48501,4943,161,0
lift_and_29186,0x72020000,UNSAT,40,0,298660,10798,364,0
lift_29216,0x72207220,UNSAT,40,0,164029,9555,431,0
lift_xor_29216,0x8DDF7220,EMPTY+GENUINE,25,15,48065,4741,139,0
lift_and_29216,0x72200000,UNSAT,40,0,296511,10537,364,0
lift_29232,0x72307230,UNSAT,40,0,160153,8553,437,0
lift_xor_29232,0x8DCF7230,EMPTY+GENUINE,28,12,39474,4019,175,0
lift_and_29232,0x72300000,UNSAT,40,0,281760,10415,381,0
lift_29234,0x72327232,UNSAT,40,0,165266,8999,439,0
lift_xor_29234,0x8DCD7232,EMPTY+GENUINE,30,10,43726,4532,204,0
lift_and_29234,0x72320000,UNSAT,40,0,271442,10864,389,0
lift_29235,0x72337233,UNSAT,40,0,145569,6568,424,4
lift_xor_29235,0x8DCC7233,EMPTY+GENUINE,30,10,42103,4120,190,4
lift_and_29235,0x72330000,UNSAT,40,0,251291,9711,391,2
lift_29264,0x72507250,UNSAT,40,0,184305,10365,424,0
lift_xor_29264,0x8DAF7250,EMPTY+GENUINE,29,11,48226,4879,178,0
lift_and_29264,0x72500000,UNSAT,40,0,292890,11618,393,0
lift_29299,0x72737273,UNSAT,40,0,148635,6807,428,2
lift_xor_29299,0x8D8C7273,EMPTY+GENUINE,30,10,30680,3354,198,2
lift_and_29299,0x72730000,UNSAT,40,0,239430,10071,397,1
lift_29424,0x72F072F0,UNSAT,40,0,214184,13247,412,4
lift_xor_29424,0x8D0F72F0,EMPTY+GENUINE,30,10,43857,4443,198,4
lift_and_29424,0x72F00000,UNSAT,40,0,280215,13460,383,2
lift_29426,0x72F272F2,UNSAT,40,0,195334,11601,421,2
lift_xor_29426,0x8D0D72F2,EMPTY+GENUINE,30,10,31975,3541,198,2
lift_and_29426,0x72F20000,UNSAT,40,0,258923,12719,390,1
lift_29427,0x72F372F3,UNSAT,40,0,151718,7090,425,4
lift_xor_29427,0x8D0C72F3,EMPTY+GENUINE,28,12,14262,1694,168,4
lift_and_29427,0x72F30000,UNSAT,40,0,227820,10382,384,2
lift_29438,0x72FE72FE,UNSAT,40,0,167113,9456,424,4
lift_xor_29438,0x8D0172FE,EMPTY+GENUINE,28,12,14402,2124,158,8
lift_and_29438,0x72FE0000,UNSAT,40,0,220436,11519,404,3
lift_29439,0x72FF72FF,UNSAT,40,0,237682,8384,398,4
lift_xor_29439,0x8D0072FF,EMPTY+GENUINE,30,10,53419,2932,203,4
lift_and_29439,0x72FF0000,UNSAT,40,0,252403,12348,397,3
lift_29441,0x73017301,UNSAT,40,0,151718,7090,425,4
lift_xor_29441,0x8CFE7301,EMPTY+GENUINE,28,12,40354,4080,166,4
lift_and_29441,0x73010000,UNSAT,40,0,279083,9809,363,2
lift_29443,0x73037303,UNSAT,40,0,148635,6807,428,2
lift_xor_29443,0x8CFC7303,EMPTY+GENUINE,30,10,43726,4532,199,2
lift_and_29443,0x73030000,UNSAT,40,0,265480,9817,387,1
lift_29472,0x73207320,UNSAT,40,0,160153,8553,437,0
lift_xor_29472,0x8CDF7320,EMPTY+GENUINE,28,12,39474,4019,175,0
lift_and_29472,0x73200000,UNSAT,40,0,281760,10415,381,0
lift_29474,0x73227322,UNSAT,40,0,165266,8999,439,0
lift_xor_29474,0x8CDD7322,EMPTY+GENUINE,30,10,43726,4532,204,0
lift_and_29474,0x73220000,UNSAT,40,0,271442,10864,389,0
lift_29475,0x73237323,UNSAT,40,0,145569,6568,424,4
lift_xor_29475,0x8CDC7323,EMPTY+GENUINE,30,10,42103,4120,190,4
lift_and_29475,0x73230000,UNSAT,40,0,251291,9711,391,2
lift_29504,0x73407340,UNSAT,40,0,184305,10365,424,0
lift_xor_29504,0x8CBF7340,EMPTY+GENUINE,29,11,48226,4879,178,0
lift_and_29504,0x73400000,UNSAT,40,0,292890,11618,393,0
lift_29554,0x73727372,UNSAT,40,0,156191,7972,428,2
lift_xor_29554,0x8C8D7372,EMPTY+GENUINE,30,10,31975,3541,198,2
lift_and_29554,0x73720000,UNSAT,40,0,241582,10520,401,1
lift_29680,0x73F073F0,UNSAT,40,0,195334,11601,421,2
lift_xor_29680,0x8C0F73F0,EMPTY+GENUINE,30,10,31975,3541,198,2
lift_and_29680,0x73F00000,UNSAT,40,0,258923,12719,390,1
lift_29681,0x73F173F1,UNSAT,40,0,151718,7090,425,4
lift_xor_29681,0x8C0E73F1,EMPTY+GENUINE,28,12,14262,1694,168,4
lift_and_29681,0x73F10000,UNSAT,40,0,227820,10382,384,2
lift_29690,0x73FA73FA,UNSAT,40,0,167113,9456,424,4
lift_xor_29690,0x8C0573FA,EMPTY+GENUINE,28,12,14402,2124,158,8
lift_and_29690,0x73FA0000,UNSAT,40,0,220436,11519,404,3
lift_29691,0x73FB73FB,UNSAT,40,0,237682,8384,398,4
lift_xor_29691,0x8C0473FB,EMPTY+GENUINE,30,10,53419,2932,203,4
lift_and_29691,0x73FB0000,UNSAT,40,0,252403,12348,397,3
lift_29700,0x74047404,UNSAT,40,0,168641,9346,438,0
lift_xor_29700,0x8BFB7404,EMPTY+GENUINE,27,13,48501,4943,161,0
