label,tt,result,n_covered,n_empty,total_domain,profiles,edges_partial,edges_incompat
lift_2746,0x0ABA0ABA,UNSAT,40,0,181198,9831,431,0
lift_xor_2746,0xF5450ABA,EMPTY+GENUINE,30,10,43726,4532,204,0
lift_and_2746,0x0ABA0000,UNSAT,40,0,278670,11507,382,0
lift_2762,0x0ACA0ACA,UNSAT,40,0,184305,10365,424,0
lift_xor_2762,0xF5350ACA,EMPTY+GENUINE,29,11,48226,4879,178,0
lift_and_2762,0x0ACA0000,UNSAT,40,0,292890,11618,393,0
lift_2764,0x0ACC0ACC,UNSAT,40,0,184305,10365,424,0
lift_xor_2764,0xF5330ACC,EMPTY+GENUINE,29,11,48226,4879,178,0
lift_and_2764,0x0ACC0000,UNSAT,40,0,292890,11618,393,0
lift_2811,0x0AFB0AFB,UNSAT,40,0,148635,6807,428,2
lift_xor_2811,0xF5040AFB,EMPTY+GENUINE,30,10,30680,3354,198,2
lift_and_2811,0x0AFB0000,UNSAT,40,0,239430,10071,397,1
lift_2814,0x0AFE0AFE,UNSAT,40,0,156191,7972,428,2
lift_xor_2814,0xF5010AFE,EMPTY+GENUINE,30,10,31975,3541,198,2
lift_and_2814,0x0AFE0000,UNSAT,40,0,241582,10520,401,1
lift_2817,0x0B010B01,UNSAT,40,0,237682,8384,398,4
lift_xor_2817,0xF4FE0B01,EMPTY+GENUINE,30,10,112126,8323,203,4
lift_and_2817,0x0B010000,UNSAT,40,0,366553,10943,332,3
lift_2824,0x0B080B08,UNSAT,40,0,246766,9439,408,0
lift_xor_2824,0xF4F70B08,EMPTY+GENUINE,29,11,108382,7761,199,0
lift_and_2824,0x0B080000,UNSAT,40,0,369616,11498,335,0
lift_2858,0x0B2A0B2A,UNSAT,40,0,151574,7092,437,0
lift_xor_2858,0xF4D50B2A,EMPTY+GENUINE,28,12,39474,4019,175,0
lift_and_2858,0x0B2A0000,UNSAT,40,0,278225,9754,352,0
lift_2952,0x0B880B88,UNSAT,40,0,168641,9346,438,0
lift_xor_2952,0xF4770B88,EMPTY+GENUINE,27,13,48501,4943,161,0
lift_and_2952,0x0B880000,UNSAT,40,0,298660,10798,364,0
lift_2955,0x0B8B0B8B,UNSAT,40,0,148635,6807,428,2
lift_xor_2955,0xF4740B8B,EMPTY+GENUINE,30,10,43726,4532,199,2
lift_and_2955,0x0B8B0000,UNSAT,40,0,265480,9817,387,1
lift_2986,0x0BAA0BAA,UNSAT,40,0,181198,9831,431,0
lift_xor_2986,0xF4550BAA,EMPTY+GENUINE,30,10,43726,4532,204,0
lift_and_2986,0x0BAA0000,UNSAT,40,0,278670,11507,382,0
lift_3077,0x0C050C05,UNSAT,40,0,237682,8384,398,4
lift_xor_3077,0xF3FA0C05,EMPTY+GENUINE,30,10,112126,8323,203,4
lift_and_3077,0x0C050000,UNSAT,40,0,366553,10943,332,3
lift_3082,0x0C0A0C0A,UNSAT,40,0,246766,9439,408,0
lift_xor_3082,0xF3F50C0A,EMPTY+GENUINE,29,11,108382,7761,199,0
lift_and_3082,0x0C0A0000,UNSAT,40,0,369616,11498,335,0
lift_3150,0x0C4E0C4E,UNSAT,40,0,151574,7092,437,0
lift_xor_3150,0xF3B10C4E,EMPTY+GENUINE,28,12,39474,4019,175,0
lift_and_3150,0x0C4E0000,UNSAT,40,0,278225,9754,352,0
lift_3213,0x0C8D0C8D,UNSAT,40,0,151718,7090,425,4
lift_xor_3213,0xF3720C8D,EMPTY+GENUINE,28,12,40354,4080,166,4
lift_and_3213,0x0C8D0000,UNSAT,40,0,279083,9809,363,2
lift_3242,0x0CAA0CAA,UNSAT,40,0,184305,10365,424,0
lift_xor_3242,0xF3550CAA,EMPTY+GENUINE,29,11,48226,4879,178,0
lift_and_3242,0x0CAA0000,UNSAT,40,0,292890,11618,393,0
lift_3244,0x0CAC0CAC,UNSAT,40,0,184305,10365,424,0
lift_xor_3244,0xF3530CAC,EMPTY+GENUINE,29,11,48226,4879,178,0
lift_and_3244,0x0CAC0000,UNSAT,40,0,292890,11618,393,0
lift_3292,0x0CDC0CDC,UNSAT,40,0,181198,9831,431,0
lift_xor_3292,0xF3230CDC,EMPTY+GENUINE,30,10,43726,4532,204,0
lift_and_3292,0x0CDC0000,UNSAT,40,0,278670,11507,382,0
lift_3325,0x0CFD0CFD,UNSAT,40,0,148635,6807,428,2
lift_xor_3325,0xF3020CFD,EMPTY+GENUINE,30,10,30680,3354,198,2
lift_and_3325,0x0CFD0000,UNSAT,40,0,239430,10071,397,1
lift_3326,0x0CFE0CFE,UNSAT,40,0,156191,7972,428,2
lift_xor_3326,0xF3010CFE,EMPTY+GENUINE,30,10,31975,3541,198,2
lift_and_3326,0x0CFE0000,UNSAT,40,0,241582,10520,401,1
lift_3329,0x0D010D01,UNSAT,40,0,237682,8384,398,4
lift_xor_3329,0xF2FE0D01,EMPTY+GENUINE,30,10,112126,8323,203,4
lift_and_3329,0x0D010000,UNSAT,40,0,366553,10943,332,3
lift_3336,0x0D080D08,UNSAT,40,0,246766,9439,408,0
lift_xor_3336,0xF2F70D08,EMPTY+GENUINE,29,11,108382,7761,199,0
lift_and_3336,0x0D080000,UNSAT,40,0,369616,11498,335,0
lift_3404,0x0D4C0D4C,UNSAT,40,0,151574,7092,437,0
lift_xor_3404,0xF2B30D4C,EMPTY+GENUINE,28,12,39474,4019,175,0
lift_and_3404,0x0D4C0000,UNSAT,40,0,278225,9754,352,0
lift_3464,0x0D880D88,UNSAT,40,0,168641,9346,438,0
lift_xor_3464,0xF2770D88,EMPTY+GENUINE,27,13,48501,4943,161,0
lift_and_3464,0x0D880000,UNSAT,40,0,298660,10798,364,0
lift_3469,0x0D8D0D8D,UNSAT,40,0,148635,6807,428,2
lift_xor_3469,0xF2720D8D,EMPTY+GENUINE,30,10,43726,4532,199,2
lift_and_3469,0x0D8D0000,UNSAT,40,0,265480,9817,387,1
lift_3532,0x0DCC0DCC,UNSAT,40,0,181198,9831,431,0
lift_xor_3532,0xF2330DCC,EMPTY+GENUINE,30,10,43726,4532,204,0
lift_and_3532,0x0DCC0000,UNSAT,40,0,278670,11507,382,0
lift_3586,0x0E020E02,UNSAT,40,0,246766,9439,408,0
lift_xor_3586,0xF1FD0E02,EMPTY+GENUINE,29,11,108382,7761,199,0
lift_and_3586,0x0E020000,UNSAT,40,0,369616,11498,335,0
lift_3588,0x0E040E04,UNSAT,40,0,246766,9439,408,0
lift_xor_3588,0xF1FB0E04,EMPTY+GENUINE,29,11,108382,7761,199,0
lift_and_3588,0x0E040000,UNSAT,40,0,369616,11498,335,0
lift_3592,0x0E080E08,UNSAT,40,0,241728,9554,402,0
lift_xor_3592,0xF1F70E08,EMPTY+GENUINE,27,13,107520,7325,177,0
lift_and_3592,0x0E080000,UNSAT,40,0,367254,11190,318,0
lift_3720,0x0E880E88,UNSAT,40,0,164029,9555,431,0
lift_xor_3720,0xF1770E88,EMPTY+GENUINE,25,15,48065,4741,139,0
lift_and_3720,0x0E880000,UNSAT,40,0,296511,10537,364,0
lift_3722,0x0E8A0E8A,UNSAT,40,0,160153,8553,437,0
lift_xor_3722,0xF1750E8A,EMPTY+GENUINE,28,12,39474,4019,175,0
lift_and_3722,0x0E8A0000,UNSAT,40,0,281760,10415,381,0
lift_3724,0x0E8C0E8C,UNSAT,40,0,160153,8553,437,0
lift_xor_3724,0xF1730E8C,EMPTY+GENUINE,28,12,39474,4019,175,0
lift_and_3724,0x0E8C0000,UNSAT,40,0,281760,10415,381,0
lift_3886,0x0F2E0F2E,UNSAT,40,0,150530,7325,414,4
lift_xor_3886,0xF0D10F2E,EMPTY+GENUINE,30,10,43857,4443,198,4
lift_and_3886,0x0F2E0000,UNSAT,40,0,252111,9957,380,2
lift_3918,0x0F4E0F4E,UNSAT,40,0,150530,7325,414,4
lift_xor_3918,0xF0B10F4E,EMPTY+GENUINE,30,10,43857,4443,198,4
lift_and_3918,0x0F4E0000,UNSAT,40,0,252111,9957,380,2
lift_3978,0x0F8A0F8A,UNSAT,40,0,165266,8999,439,0
lift_xor_3978,0xF0750F8A,EMPTY+GENUINE,30,10,43726,4532,204,0
lift_and_3978,0x0F8A0000,UNSAT,40,0,271442,10864,389,0
lift_3979,0x0F8B0F8B,UNSAT,40,0,145569,6568,424,4
lift_xor_3979,0xF0740F8B,EMPTY+GENUINE,30,10,42103,4120,190,4
lift_and_3979,0x0F8B0000,UNSAT,40,0,251291,9711,391,2
lift_3980,0x0F8C0F8C,UNSAT,40,0,165266,8999,439,0
lift_xor_3980,0xF0730F8C,EMPTY+GENUINE,30,10,43726,4532,204,0
lift_and_3980,0x0F8C0000,UNSAT,40,0,271442,10864,389,0
lift_3981,0x0F8D0F8D,UNSAT,40,0,145569,6568,424,4
lift_xor_3981,0xF0720F8D,EMPTY+GENUINE,30,10,42103,4120,190,4
lift_and_3981,0x0F8D0000,UNSAT,40,0,251291,9711,391,2
lift_4011,0x0FAB0FAB,UNSAT,40,0,148635,6807,428,2
lift_xor_4011,0xF0540FAB,EMPTY+GENUINE,30,10,30680,3354,198,2
lift_and_4011,0x0FAB0000,UNSAT,40,0,239430,10071,397,1
lift_4014,0x0FAE0FAE,UNSAT,40,0,156191,7972,428,2
lift_xor_4014,0xF0510FAE,EMPTY+GENUINE,30,10,31975,3541,198,2
lift_and_4014,0x0FAE0000,UNSAT,40,0,241582,10520,401,1
lift_4045,0x0FCD0FCD,UNSAT,40,0,148635,6807,428,2
lift_xor_4045,0xF0320FCD,EMPTY+GENUINE,30,10,30680,3354,198,2
lift_and_4045,0x0FCD0000,UNSAT,40,0,239430,10071,397,1
lift_4046,0x0FCE0FCE,UNSAT,40,0,156191,7972,428,2
lift_xor_4046,0xF0310FCE,EMPTY+GENUINE,30,10,31975,3541,198,2
lift_and_4046,0x0FCE0000,UNSAT,40,0,241582,10520,401,1
lift_4338,0x10F210F2,UNSAT,40,0,151574,7092,437,0
lift_xor_4338,0xEF0D10F2,EMPTY+GENUINE,28,12,39474,4019,175,0
lift_and_4338,0x10F20000,UNSAT,40,0,278225,9754,352,0
lift_4340,0x10F410F4,UNSAT,40,0,151574,7092,437,0
lift_xor_4340,0xEF0B10F4,EMPTY+GENUINE,28,12,39474,4019,175,0
lift_and_4340,0x10F40000,UNSAT,40,0,278225,9754,352,0
lift_4350,0x10FE10FE,UNSAT,40,0,150530,7325,414,4
lift_xor_4350,0xEF0110FE,EMPTY+GENUINE,30,10,43857,4443,198,4
lift_and_4350,0x10FE0000,UNSAT,40,0,252111,9957,380,2
lift_7938,0x1F021F02,UNSAT,40,0,151574,7092,437,0
lift_xor_7938,0xE0FD1F02,EMPTY+GENUINE,28,12,39474,4019,175,0
lift_and_7938,0x1F020000,UNSAT,40,0,278225,9754,352,0
lift_7940,0x1F041F04,UNSAT,40,0,151574,7092,437,0
lift_xor_7940,0xE0FB1F04,EMPTY+GENUINE,28,12,39474,4019,175,0
lift_and_7940,0x1F040000,UNSAT,40,0,278225,9754,352,0
lift_7950,0x1F0E1F0E,UNSAT,40,0,150530,7325,414,4
lift_xor_7950,0xE0F11F0E,EMPTY+GENUINE,30,10,43857,4443,198,4
lift_and_7950,0x1F0E0000,UNSAT,40,0,252111,9957,380,2
lift_8227,0x20232023,UNSAT,40,0,237682,8384,398,4
lift_xor_8227,0xDFDC2023,EMPTY+GENUINE,30,10,112126,8323,203,4
lift_and_8227,0x20230000,UNSAT,40,0,366553,10943,332,3
lift_8241,0x20312031,UNSAT,40,0,237682,8384,398,4
lift_xor_8241,0xDFCE2031,EMPTY+GENUINE,30,10,112126,8323,203,4
lift_and_8241,0x20310000,UNSAT,40,0,366553,10943,332,3
lift_8363,0x20AB20AB,UNSAT,40,0,151718,7090,425,4
lift_xor_8363,0xDF5420AB,EMPTY+GENUINE,28,12,40354,4080,166,4
lift_and_8363,0x20AB0000,UNSAT,40,0,279083,9809,363,2
lift_8364,0x20AC20AC,UNSAT,40,0,168641,9346,438,0
lift_xor_8364,0xDF5320AC,EMPTY+GENUINE,27,13,48501,4943,161,0
lift_and_8364,0x20AC0000,UNSAT,40,0,298660,10798,364,0
lift_8367,0x20AF20AF,UNSAT,40,0,148635,6807,428,2
lift_xor_8367,0xDF5020AF,EMPTY+GENUINE,30,10,43726,4532,199,2
lift_and_8367,0x20AF0000,UNSAT,40,0,265480,9817,387,1
lift_8420,0x20E420E4,UNSAT,40,0,168641,9346,438,0
lift_xor_8420,0xDF1B20E4,EMPTY+GENUINE,27,13,48501,4943,161,0
lift_and_8420,0x20E40000,UNSAT,40,0,298660,10798,364,0
lift_8424,0x20E820E8,UNSAT,40,0,164029,9555,431,0
lift_xor_8424,0xDF1720E8,EMPTY+GENUINE,25,15,48065,4741,139,0
lift_and_8424,0x20E80000,UNSAT,40,0,296511,10537,364,0
lift_8426,0x20EA20EA,UNSAT,40,0,160153,8553,437,0
lift_xor_8426,0xDF1520EA,EMPTY+GENUINE,28,12,39474,4019,175,0
lift_and_8426,0x20EA0000,UNSAT,40,0,281760,10415,381,0
lift_8430,0x20EE20EE,UNSAT,40,0,165266,8999,439,0
lift_xor_8430,0xDF1120EE,EMPTY+GENUINE,30,10,43726,4532,204,0
lift_and_8430,0x20EE0000,UNSAT,40,0,271442,10864,389,0
lift_8431,0x20EF20EF,UNSAT,40,0,145569,6568,424,4
lift_xor_8431,0xDF1020EF,EMPTY+GENUINE,30,10,42103,4120,190,4
lift_and_8431,0x20EF0000,UNSAT,40,0,251291,9711,391,2
lift_8433,0x20F120F1,UNSAT,40,0,151718,7090,425,4
lift_xor_8433,0xDF0E20F1,EMPTY+GENUINE,28,12,40354,4080,166,4
lift_and_8433,0x20F10000,UNSAT,40,0,279083,9809,363,2
lift_8437,0x20F520F5,UNSAT,40,0,148635,6807,428,2
lift_xor_8437,0xDF0A20F5,EMPTY+GENUINE,30,10,43726,4532,199,2
lift_and_8437,0x20F50000,UNSAT,40,0,265480,9817,387,1
lift_8440,0x20F820F8,UNSAT,40,0,160153,8553,437,0
lift_xor_8440,0xDF0720F8,EMPTY+GENUINE,28,12,39474,4019,175,0
lift_and_8440,0x20F80000,UNSAT,40,0,281760,10415,381,0
lift_8444,0x20FC20FC,UNSAT,40,0,165266,8999,439,0
lift_xor_8444,0xDF0320FC,EMPTY+GENUINE,30,10,43726,4532,204,0
lift_and_8444,0x20FC0000,UNSAT,40,0,271442,10864,389,0
lift_8445,0x20FD20FD,UNSAT,40,0,145569,6568,424,4
lift_xor_8445,0xDF0220FD,EMPTY+GENUINE,30,10,42103,4120,190,4
lift_and_8445,0x20FD0000,UNSAT,40,0,251291,9711,391,2
lift_8707,0x22032203,UNSAT,40,0,237682,8384,398,4
lift_xor_8707,0xDDFC2203,EMPTY+GENUINE,30,10,112126,8323,203,4
lift_and_8707,0x22030000,UNSAT,40,0,366553,10943,332,3
lift_8752,0x22302230,UNSAT,40,0,246766,9439,408,0
lift_xor_8752,0xDDCF2230,EMPTY+GENUINE,29,11,108382,7761,199,0
lift_and_8752,0x22300000,UNSAT,40,0,369616,11498,335,0
lift_8762,0x223A223A,UNSAT,40,0,151574,7092,437,0
lift_xor_8762,0xDDC5223A,EMPTY+GENUINE,28,12,39474,4019,175,0
lift_and_8762,0x223A0000,UNSAT,40,0,278225,9754,352,0
lift_8867,0x22A322A3,UNSAT,40,0,151718,7090,425,4
lift_xor_8867,0xDD5C22A3,EMPTY+GENUINE,28,12,40354,4080,166,4
lift_and_8867,0x22A30000,UNSAT,40,0,279083,9809,363,2
lift_8878,0x22AE22AE,UNSAT,40,0,181198,9831,431,0
lift_xor_8878,0xDD5122AE,EMPTY+GENUINE,30,10,43726,4532,204,0
lift_and_8878,0x22AE0000,UNSAT,40,0,278670,11507,382,0
lift_8930,0x22E222E2,UNSAT,40,0,184305,10365,424,0
lift_xor_8930,0xDD1D22E2,EMPTY+GENUINE,29,11,48226,4879,178,0
lift_and_8930,0x22E20000,UNSAT,40,0,292890,11618,393,0
lift_8943,0x22EF22EF,UNSAT,40,0,148635,6807,428,2
lift_xor_8943,0xDD1022EF,EMPTY+GENUINE,30,10,30680,3354,198,2
lift_and_8943,0x22EF0000,UNSAT,40,0,239430,10071,397,1
lift_8944,0x22F022F0,UNSAT,40,0,184305,10365,424,0
lift_xor_8944,0xDD0F22F0,EMPTY+GENUINE,29,11,48226,4879,178,0
lift_and_8944,0x22F00000,UNSAT,40,0,292890,11618,393,0
lift_8958,0x22FE22FE,UNSAT,40,0,156191,7972,428,2
lift_xor_8958,0xDD0122FE,EMPTY+GENUINE,30,10,31975,3541,198,2
lift_and_8958,0x22FE0000,UNSAT,40,0,241582,10520,401,1
lift_8961,0x23012301,UNSAT,40,0,237682,8384,398,4
lift_xor_8961,0xDCFE2301,EMPTY+GENUINE,30,10,112126,8323,203,4
lift_and_8961,0x23010000,UNSAT,40,0,366553,10943,332,3
lift_8992,0x23202320,UNSAT,40,0,246766,9439,408,0
lift_xor_8992,0xDCDF2320,EMPTY+GENUINE,29,11,108382,7761,199,0
lift_and_8992,0x23200000,UNSAT,40,0,369616,11498,335,0
lift_9002,0x232A232A,UNSAT,40,0,151574,7092,437,0
lift_xor_9002,0xDCD5232A,EMPTY+GENUINE,28,12,39474,4019,175,0
lift_and_9002,0x232A0000,UNSAT,40,0,278225,9754,352,0
lift_9120,0x23A023A0,UNSAT,40,0,168641,9346,438,0
lift_xor_9120,0xDC5F23A0,EMPTY+GENUINE,27,13,48501,4943,161,0
lift_and_9120,0x23A00000,UNSAT,40,0,298660,10798,364,0
lift_9123,0x23A323A3,UNSAT,40,0,148635,6807,428,2
lift_xor_9123,0xDC5C23A3,EMPTY+GENUINE,30,10,43726,4532,199,2
lift_and_9123,0x23A30000,UNSAT,40,0,265480,9817,387,1
lift_9130,0x23AA23AA,UNSAT,40,0,181198,9831,431,0
lift_xor_9130,0xDC5523AA,EMPTY+GENUINE,30,10,43726,4532,204,0
lift_and_9130,0x23AA0000,UNSAT,40,0,278670,11507,382,0
lift_10763,0x2A0B2A0B,UNSAT,40,0,151718,7090,425,4
lift_xor_10763,0xD5F42A0B,EMPTY+GENUINE,28,12,40354,4080,166,4
lift_and_10763,0x2A0B0000,UNSAT,40,0,279083,9809,363,2
lift_10764,0x2A0C2A0C,UNSAT,40,0,168641,9346,438,0
lift_xor_10764,0xD5F32A0C,EMPTY+GENUINE,27,13,48501,4943,161,0
lift_and_10764,0x2A0C0000,UNSAT,40,0,298660,10798,364,0
lift_10767,0x2A0F2A0F,UNSAT,40,0,148635,6807,428,2
lift_xor_10767,0xD5F02A0F,EMPTY+GENUINE,30,10,43726,4532,199,2
lift_and_10767,0x2A0F0000,UNSAT,40,0,265480,9817,387,1
lift_10787,0x2A232A23,UNSAT,40,0,151718,7090,425,4
lift_xor_10787,0xD5DC2A23,EMPTY+GENUINE,28,12,40354,4080,166,4
lift_and_10787,0x2A230000,UNSAT,40,0,279083,9809,363,2
lift_10798,0x2A2E2A2E,UNSAT,40,0,181198,9831,431,0
lift_xor_10798,0xD5D12A2E,EMPTY+GENUINE,30,10,43726,4532,204,0
lift_and_10798,0x2A2E0000,UNSAT,40,0,278670,11507,382,0
lift_10800,0x2A302A30,UNSAT,40,0,168641,9346,438,0
lift_xor_10800,0xD5CF2A30,EMPTY+GENUINE,27,13,48501,4943,161,0
lift_and_10800,0x2A300000,UNSAT,40,0,298660,10798,364,0
lift_10803,0x2A332A33,UNSAT,40,0,148635,6807,428,2
lift_xor_10803,0xD5CC2A33,EMPTY+GENUINE,30,10,43726,4532,199,2
lift_and_10803,0x2A330000,UNSAT,40,0,265480,9817,387,1
lift_10810,0x2A3A2A3A,UNSAT,40,0,181198,9831,431,0
lift_xor_10810,0xD5C52A3A,EMPTY+GENUINE,30,10,43726,4532,204,0
lift_and_10810,0x2A3A0000,UNSAT,40,0,278670,11507,382,0
lift_10986,0x2AEA2AEA,UNSAT,40,0,214184,13247,412,4
lift_xor_10986,0xD5152AEA,EMPTY+GENUINE,30,10,43857,4443,198,4
lift_and_10986,0x2AEA0000,UNSAT,40,0,280215,13460,383,2
lift_10990,0x2AEE2AEE,UNSAT,40,0,195334,11601,421,2
lift_xor_10990,0xD5112AEE,EMPTY+GENUINE,30,10,31975,3541,198,2
lift_and_10990,0x2AEE0000,UNSAT,40,0,258923,12719,390,1
lift_10991,0x2AEF2AEF,UNSAT,40,0,151718,7090,425,4
lift_xor_10991,0xD5102AEF,EMPTY+GENUINE,28,12,14262,1694,168,4
lift_and_10991,0x2AEF0000,UNSAT,40,0,227820,10382,384,2
lift_11002,0x2AFA2AFA,UNSAT,40,0,195334,11601,421,2
lift_xor_11002,0xD5052AFA,EMPTY+GENUINE,30,10,31975,3541,198,2
lift_and_11002,0x2AFA0000,UNSAT,40,0,258923,12719,390,1
lift_11003,0x2AFB2AFB,UNSAT,40,0,151718,7090,425,4
lift_xor_11003,0xD5042AFB,EMPTY+GENUINE,28,12,14262,1694,168,4
lift_and_11003,0x2AFB0000,UNSAT,40,0,227820,10382,384,2
lift_11780,0x2E042E04,UNSAT,40,0,168641,9346,438,0
lift_xor_11780,0xD1FB2E04,EMPTY+GENUINE,27,13,48501,4943,161,0
lift_and_11780,0x2E040000,UNSAT,40,0,298660,10798,364,0
lift_11784,0x2E082E08,UNSAT,40,0,164029,9555,431,0
lift_xor_11784,0xD1F72E08,EMPTY+GENUINE,25,15,48065,4741,139,0
lift_and_11784,0x2E080000,UNSAT,40,0,296511,10537,364,0
lift_11786,0x2E0A2E0A,UNSAT,40,0,160153,8553,437,0
lift_xor_11786,0xD1F52E0A,EMPTY+GENUINE,28,12,39474,4019,175,0
lift_and_11786,0x2E0A0000,UNSAT,40,0,281760,10415,381,0
lift_11790,0x2E0E2E0E,UNSAT,40,0,165266,8999,439,0
lift_xor_11790,0xD1F12E0E,EMPTY+GENUINE,30,10,43726,4532,204,0
lift_and_11790,0x2E0E0000,UNSAT,40,0,271442,10864,389,0
lift_11791,0x2E0F2E0F,UNSAT,40,0,145569,6568,424,4
lift_xor_11791,0xD1F02E0F,EMPTY+GENUINE,30,10,42103,4120,190,4
lift_and_11791,0x2E0F0000,UNSAT,40,0,251291,9711,391,2
lift_11810,0x2E222E22,UNSAT,40,0,184305,10365,424,0
lift_xor_11810,0xD1DD2E22,EMPTY+GENUINE,29,11,48226,4879,178,0
lift_and_11810,0x2E220000,UNSAT,40,0,292890,11618,393,0
lift_11823,0x2E2F2E2F,UNSAT,40,0,148635,6807,428,2
lift_xor_11823,0xD1D02E2F,EMPTY+GENUINE,30,10,30680,3354,198,2
lift_and_11823,0x2E2F0000,UNSAT,40,0,239430,10071,397,1
lift_11946,0x2EAA2EAA,UNSAT,40,0,214184,13247,412,4
lift_xor_11946,0xD1552EAA,EMPTY+GENUINE,30,10,43857,4443,198,4
lift_and_11946,0x2EAA0000,UNSAT,40,0,280215,13460,383,2
lift_11950,0x2EAE2EAE,UNSAT,40,0,195334,11601,421,2
lift_xor_11950,0xD1512EAE,EMPTY+GENUINE,30,10,31975,3541,198,2
lift_and_11950,0x2EAE0000,UNSAT,40,0,258923,12719,390,1
lift_11951,0x2EAF2EAF,UNSAT,40,0,151718,7090,425,4
lift_xor_11951,0xD1502EAF,EMPTY+GENUINE,28,12,14262,1694,168,4
lift_and_11951,0x2EAF0000,UNSAT,40,0,227820,10382,384,2
lift_12030,0x2EFE2EFE,UNSAT,40,0,167113,9456,424,4
lift_xor_12030,0xD1012EFE,EMPTY+GENUINE,28,12,14402,2124,158,8
lift_and_12030,0x2EFE0000,UNSAT,40,0,220436,11519,404,3
lift_12031,0x2EFF2EFF,UNSAT,40,0,237682,8384,398,4
lift_xor_12031,0xD1002EFF,EMPTY+GENUINE,30,10,53419,2932,203,4
lift_and_12031,0x2EFF0000,UNSAT,40,0,252403,12348,397,3
lift_12033,0x2F012F01,UNSAT,40,0,151718,7090,425,4
lift_xor_12033,0xD0FE2F01,EMPTY+GENUINE,28,12,40354,4080,166,4
lift_and_12033,0x2F010000,UNSAT,40,0,279083,9809,363,2
lift_12037,0x2F052F05,UNSAT,40,0,148635,6807,428,2
lift_xor_12037,0xD0FA2F05,EMPTY+GENUINE,30,10,43726,4532,199,2
lift_and_12037,0x2F050000,UNSAT,40,0,265480,9817,387,1
lift_12040,0x2F082F08,UNSAT,40,0,160153,8553,437,0
lift_xor_12040,0xD0F72F08,EMPTY+GENUINE,28,12,39474,4019,175,0
lift_and_12040,0x2F080000,UNSAT,40,0,281760,10415,381,0
lift_12044,0x2F0C2F0C,UNSAT,40,0,165266,8999,439,0
lift_xor_12044,0xD0F32F0C,EMPTY+GENUINE,30,10,43726,4532,204,0
lift_and_12044,0x2F0C0000,UNSAT,40,0,271442,10864,389,0
lift_12045,0x2F0D2F0D,UNSAT,40,0,145569,6568,424,4
lift_xor_12045,0xD0F22F0D,EMPTY+GENUINE,30,10,42103,4120,190,4
lift_and_12045,0x2F0D0000,UNSAT,40,0,251291,9711,391,2
lift_12064,0x2F202F20,UNSAT,40,0,184305,10365,424,0
lift_xor_12064,0xD0DF2F20,EMPTY+GENUINE,29,11,48226,4879,178,0
lift_and_12064,0x2F200000,UNSAT,40,0,292890,11618,393,0
lift_12078,0x2F2E2F2E,UNSAT,40,0,156191,7972,428,2
lift_xor_12078,0xD0D12F2E,EMPTY+GENUINE,30,10,31975,3541,198,2
lift_and_12078,0x2F2E0000,UNSAT,40,0,241582,10520,401,1
lift_12202,0x2FAA2FAA,UNSAT,40,0,195334,11601,421,2
lift_xor_12202,0xD0552FAA,EMPTY+GENUINE,30,10,31975,3541,198,2
lift_and_12202,0x2FAA0000,UNSAT,40,0,258923,12719,390,1
lift_12203,0x2FAB2FAB,UNSAT,40,0,151718,7090,425,4
lift_xor_12203,0xD0542FAB,EMPTY+GENUINE,28,12,14262,1694,168,4
lift_and_12203,0x2FAB0000,UNSAT,40,0,227820,10382,384,2
lift_12270,0x2FEE2FEE,UNSAT,40,0,167113,9456,424,4
lift_xor_12270,0xD0112FEE,EMPTY+GENUINE,28,12,14402,2124,158,8
lift_and_12270,0x2FEE0000,UNSAT,40,0,220436,11519,404,3
lift_12271,0x2FEF2FEF,UNSAT,40,0,237682,8384,398,4
lift_xor_12271,0xD0102FEF,EMPTY+GENUINE,30,10,53419,2932,203,4
lift_and_12271,0x2FEF0000,UNSAT,40,0,252403,12348,397,3
lift_12305,0x30113011,UNSAT,40,0,237682,8384,398,4
lift_xor_12305,0xCFEE3011,EMPTY+GENUINE,30,10,112126,8323,203,4
lift_and_12305,0x30110000,UNSAT,40,0,366553,10943,332,3
lift_12322,0x30223022,UNSAT,40,0,246766,9439,408,0
lift_xor_12322,0xCFDD3022,EMPTY+GENUINE,29,11,108382,7761,199,0
lift_and_12322,0x30220000,UNSAT,40,0,369616,11498,335,0
lift_12402,0x30723072,UNSAT,40,0,151574,7092,437,0
lift_xor_12402,0xCF8D3072,EMPTY+GENUINE,28,12,39474,4019,175,0
lift_and_12402,0x30720000,UNSAT,40,0,278225,9754,352,0
lift_12458,0x30AA30AA,UNSAT,40,0,184305,10365,424,0
lift_xor_12458,0xCF5530AA,EMPTY+GENUINE,29,11,48226,4879,178,0
lift_and_12458,0x30AA0000,UNSAT,40,0,292890,11618,393,0
lift_12465,0x30B130B1,UNSAT,40,0,151718,7090,425,4
lift_xor_12465,0xCF4E30B1,EMPTY+GENUINE,28,12,40354,4080,166,4
lift_and_12465,0x30B10000,UNSAT,40,0,279083,9809,363,2
lift_12472,0x30B830B8,UNSAT,40,0,184305,10365,424,0
lift_xor_12472,0xCF4730B8,EMPTY+GENUINE,29,11,48226,4879,178,0
lift_and_12472,0x30B80000,UNSAT,40,0,292890,11618,393,0
lift_12532,0x30F430F4,UNSAT,40,0,181198,9831,431,0
